gene_name	chr	predicted_gex_rank
MTO1	chr6	0.5947897739149098
LGSN	chr6	0.32542046330903607
RFPL4B	chr6	0.30119655596453815
SOGA3	chr6	0.5118149644915068
TRIM39	chr6	0.3636254519078691
GCLC	chr6	0.7289178934363263
BYSL	chr6	0.6920720288128102
IP6K3	chr6	0.3649565849502746
GABRR1	chr6	0.2916181016833746
EEF1A1	chr6	0.6895406723142278
TBP	chr6	0.642677821102615
C6orf141	chr6	0.7477296069421528
TAF8	chr6	0.5703139484787136
MRPS18B	chr6	0.6386363302593708
RAB23	chr6	0.6100511849137875
SERINC1	chr6	0.5757777561485923
CALHM5	chr6	0.41590029350428326
ZKSCAN8	chr6	0.7603716901491829
FBXL4	chr6	0.7732912228546466
BEND3	chr6	0.7092662241439485
KDM1B	chr6	0.7696831972000445
ULBP2	chr6	0.4548238110854813
DEF6	chr6	0.2673511591919867
QRSL1	chr6	0.7036742949774645
CUL7	chr6	0.7040451004394589
LEMD2	chr6	0.42824048507721263
IMPG1	chr6	0.3035140558112356
RMND1	chr6	0.76129919094164
KCNQ5	chr6	0.2988664660268211
SLC35A1	chr6	0.7021282195465968
TBC1D32	chr6	0.5827072093485143
SIRT5	chr6	0.8243588303593136
PKIB	chr6	0.5237100525257494
DACT2	chr6	0.5674727379628137
CILK1	chr6	0.800188561718128
BPHL	chr6	0.8225438585946818
NMBR	chr6	0.2966943264458102
LY6G6D	chr6	0.435031795895509
FKBPL	chr6	0.43778900462391024
HSPA1A	chr6	0.6232707140490649
FIG4	chr6	0.6107102393631285
LPA	chr6	0.2868316811798194
CD164	chr6	0.7750375955344169
MDFI	chr6	0.594644234747478
H2AC7	chr6	0.48940823965082575
AKAP12	chr6	0.44492093925689813
ABCC10	chr6	0.3851770749076645
NRM	chr6	0.586922444337433
MRPL14	chr6	0.782818092125538
OR2B2	chr6	0.2956775675549938
TCP1	chr6	0.717690812235243
LY86	chr6	0.2970546373722164
TMEM181	chr6	0.6453094883991484
BTN2A1	chr6	0.6721659796430708
L3MBTL3	chr6	0.5713926046421625
GSTA5	chr6	0.27491653644301556
RNF182	chr6	0.5738658764233854
LYRM2	chr6	0.630299811424839
REPS1	chr6	0.6810279852059697
COL21A1	chr6	0.3528759564064316
FOXO3	chr6	0.7231646107004519
PDE7B	chr6	0.3735416045458438
MUCL3	chr6	0.29724270387128504
TPMT	chr6	0.6682297870176089
GTF2H4	chr6	0.3480778892089682
TUBE1	chr6	0.3602545509367118
SMIM13	chr6	0.6791583481151623
TAP1	chr6	0.33347488943096726
HSPA1B	chr6	0.622972501742469
ARFGEF3	chr6	0.7583599670020073
SENP6	chr6	0.4326013171223738
ECHDC1	chr6	0.5087366878897236
MBOAT1	chr6	0.6935916328049452
ANKRD6	chr6	0.2755676036939999
SMIM29	chr6	0.6448410297604049
SF3B5	chr6	0.5709947930719481
PLAGL1	chr6	0.3305305014310734
RPS10	chr6	0.7678541016758538
FAM83B	chr6	0.6166877597493101
FAM50B	chr6	0.674939560125075
SRSF3	chr6	0.7327121838268642
FLOT1	chr6	0.5730222007444146
LY6G6F	chr6	0.33519975247760114
CLIC5	chr6	0.28729459975428284
SRF	chr6	0.7693215632840605
EPHA7	chr6	0.6343678815626088
PSORS1C1	chr6	0.4043689319094466
STK38	chr6	0.7475859117373175
GJE1	chr6	0.3258925957816549
LATS1	chr6	0.7829701803946854
CCDC170	chr6	0.3077477115325448
CCDC167	chr6	0.6336908837095109
BTBD9	chr6	0.5296244489882547
GJB7	chr6	0.36717186673015967
IBTK	chr6	0.6980939496907302
IL22RA2	chr6	0.33103313746355
SERPINB6	chr6	0.5648221748365851
H2AC8	chr6	0.5912805817548741
HBS1L	chr6	0.6911532241018608
PHF3	chr6	0.3640187221131832
CDC5L	chr6	0.7071753296415787
EHMT2	chr6	0.32074251474981985
PXDC1	chr6	0.5333085962980203
AGPAT4	chr6	0.6216563919439426
PRR3	chr6	0.36149714947247286
FOXP4	chr6	0.6303627302693645
MCHR2	chr6	0.35015386067473125
NKAPL	chr6	0.32895158217807335
GCM1	chr6	0.30542754360695257
TMEM14C	chr6	0.8210337453156816
PLA2G7	chr6	0.6366711650845798
SRPK1	chr6	0.39865811048552297
GCM2	chr6	0.3654215012866124
RPP21	chr6	0.7133718135898641
TBC1D22B	chr6	0.8112381227266727
H3C12	chr6	0.5947174863493785
H2AC16	chr6	0.5721452932143042
TBX18	chr6	0.40375299602262793
MAD2L1BP	chr6	0.6343072625311373
ULBP1	chr6	0.44585717417100595
NEU1	chr6	0.6210094595016686
RSPH3	chr6	0.3582174321964801
CRISP2	chr6	0.3331587177597132
TMEM217	chr6	0.5776007039701907
ANKS1A	chr6	0.7437176481513538
TRAM2	chr6	0.7246317671536113
TEAD3	chr6	0.7662105053777211
OR12D3	chr6	0.33805890019992085
TAAR2	chr6	0.31996453177809475
UST	chr6	0.30643025148932485
CRISP3	chr6	0.30723515692615283
FARS2	chr6	0.6400435328420249
OR2H2	chr6	0.3156031677679007
DSE	chr6	0.7473707538640104
H2BC9	chr6	0.5133753559766957
ZBTB9	chr6	0.7614840540776502
DDX43	chr6	0.43539721146481314
HLA-DPB1	chr6	0.31358724673006905
DNPH1	chr6	0.5638523271213005
MYO6	chr6	0.7306753587819012
SNRPC	chr6	0.6193896845234382
NKAIN2	chr6	0.32334655398601353
MRPS18A	chr6	0.6914455593084561
TAPBP	chr6	0.5927400078567702
KIF6	chr6	0.3199249009316724
LY6G5C	chr6	0.5125568556401288
ADGRF1	chr6	0.32813094460483466
MOG	chr6	0.29756933254953305
TULP1	chr6	0.5033278403141052
BRPF3	chr6	0.7256306508207944
AHI1	chr6	0.7526062954711656
HEBP2	chr6	0.7914644007453185
LAMA2	chr6	0.5733252304140188
H2BC12	chr6	0.5474512700109544
LSM2	chr6	0.596108142359197
CLPSL2	chr6	0.5459620120612635
ASF1A	chr6	0.8643301450554954
PACRG	chr6	0.38005894565925036
ZNF165	chr6	0.6245697773786076
TMEM170B	chr6	0.5347882887052903
RIMS1	chr6	0.2814301059528415
HECA	chr6	0.773847832892719
ATP6V1G2-DDX39B	chr6	0.709625286112301
TTBK1	chr6	0.47907353406744396
SMPD2	chr6	0.638104811501953
GTPBP2	chr6	0.6586832511261954
ZNF76	chr6	0.5155185046488342
SERPINB9	chr6	0.684226092609267
DEFB112	chr6	0.2930818904850218
PSORS1C2	chr6	0.38430158035953405
MYCT1	chr6	0.29841035142506295
H1-4	chr6	0.5342969676829956
HDAC2	chr6	0.6743334036829348
CLVS2	chr6	0.577683393228664
COL10A1	chr6	0.31608598800689436
PACSIN1	chr6	0.6322437119638897
PHF10	chr6	0.599571914397148
CALHM6	chr6	0.5232287000975344
SMPDL3A	chr6	0.35183519611583175
RAB32	chr6	0.6948127479122153
LTV1	chr6	0.726955841854448
ZNF391	chr6	0.628480116827141
MTCH1	chr6	0.4242637451339166
TMEM14A	chr6	0.6123907587095925
UBR2	chr6	0.7558372523857939
HLA-DQA2	chr6	0.317007707226664
NOTCH4	chr6	0.3156289785764998
TAAR1	chr6	0.31096210211038205
IGF2R	chr6	0.770637958001032
MMUT	chr6	0.5985457383172391
LRRC73	chr6	0.3725098743496681
ELOVL2	chr6	0.6017964926468489
ATF6B	chr6	0.4977485861935603
H4C2	chr6	0.4969525500190392
MICA	chr6	0.5182041107294981
ADGRF4	chr6	0.29666355221306506
SOD2	chr6	0.7452076670666511
TAAR6	chr6	0.33930238202587326
MRAP2	chr6	0.686799974406668
GTF2H5	chr6	0.755550571448569
SCML4	chr6	0.29837853837254447
BEND6	chr6	0.3110621397938932
ZUP1	chr6	0.4927473983895464
GTF3C6	chr6	0.7220807591957775
C4B	chr6	0.28207121107383354
SIM1	chr6	0.5060324444089883
C6orf132	chr6	0.7829117834358889
GPANK1	chr6	0.6821820712166051
H4C13	chr6	0.4694790058764961
CASP8AP2	chr6	0.798169804928084
CDKAL1	chr6	0.3587050487229524
TFEB	chr6	0.5504383069394387
FAM135A	chr6	0.3509245868980376
DCBLD1	chr6	0.28889412037843276
SLC17A3	chr6	0.5179860092966428
PGBD1	chr6	0.7080549050529555
KCTD20	chr6	0.755425631729594
HSD17B8	chr6	0.6073663326005281
RFX6	chr6	0.3141483325862025
TMEM14B	chr6	0.7625394775933451
BTNL2	chr6	0.32034171384077
TBCC	chr6	0.7627764532918022
H4C8	chr6	0.5118413332224114
ATAT1	chr6	0.40507007928470606
C6orf15	chr6	0.35808524085890103
PPP1R10	chr6	0.576255733317066
TREML1	chr6	0.2919971116369651
RSPH4A	chr6	0.49461134281306957
ZNF318	chr6	0.7543579247685663
ARMC12	chr6	0.42381220424430344
HLA-DQB1	chr6	0.4169668550840223
MDGA1	chr6	0.28641496644096526
TAB2	chr6	0.3363390571736887
GMPR	chr6	0.291796959351979
FBXO30	chr6	0.7105825051967373
NOX3	chr6	0.3096017339444437
ARID1B	chr6	0.746927438809136
EDN1	chr6	0.3859769338977456
PI16	chr6	0.313329066588498
KIAA0319	chr6	0.5423757467317817
OLIG3	chr6	0.4177673678490823
LY6G6C	chr6	0.2969179521468352
EPB41L2	chr6	0.3249554718680586
PPT2-EGFL8	chr6	0.3756101931772745
RNF5	chr6	0.4439292859298375
SYNJ2	chr6	0.5773280657120388
PRL	chr6	0.29730672183302914
RIPPLY2	chr6	0.6039685663666241
COQ3	chr6	0.49729425050799225
PNRC1	chr6	0.8081250418691729
ARMC2	chr6	0.5814093580576793
SLC22A16	chr6	0.4592862104412996
SCUBE3	chr6	0.5097556017758583
MAP3K4	chr6	0.3573370373689383
RNF39	chr6	0.426098769586607
GUCA1A	chr6	0.290361841814981
BMP5	chr6	0.4574514809964244
KLC4	chr6	0.3844552485905049
KIF25	chr6	0.3313531385478571
DNAH8	chr6	0.328089995379245
FOXQ1	chr6	0.38449874423831154
VARS1	chr6	0.4222875478381212
ZSCAN12	chr6	0.6845204868320777
H4C9	chr6	0.4648303221549129
KLHDC3	chr6	0.8406456129410174
CLIC1	chr6	0.5469203484196917
ARMT1	chr6	0.7932976728324083
HSP90AB1	chr6	0.6038930637203882
TRIM31	chr6	0.31043012663420083
SRSF12	chr6	0.6934416000307426
PEX7	chr6	0.6854848228024827
ZBTB24	chr6	0.7636309590759325
MPC1	chr6	0.752618760168755
ABHD16A	chr6	0.43925909181508327
LINC01556	chr6	0.48930060554879595
RIPOR2	chr6	0.3940907507524688
SMLR1	chr6	0.3603081469890391
IRF4	chr6	0.5118917196342627
CUL9	chr6	0.6294436593145439
WDR46	chr6	0.3724646035800305
DST	chr6	0.3150568286887898
RPS6KA2	chr6	0.3016820627122426
CCR6	chr6	0.3010268435428332
AFG1L	chr6	0.3368654159240941
RBM24	chr6	0.4244135787942066
CEP162	chr6	0.5670246447682306
GMNN	chr6	0.7669969457263228
CCNC	chr6	0.39817514430165835
SNAP91	chr6	0.4763535779380922
ECT2L	chr6	0.30994056388844643
LAMA4	chr6	0.288750053824297
RWDD1	chr6	0.783481267661203
FRMD1	chr6	0.312770655625764
MDN1	chr6	0.6247161078881975
ZKSCAN3	chr6	0.6451656115604936
KATNA1	chr6	0.33408154437579246
DDO	chr6	0.3112699231959633
GFOD1	chr6	0.32911428237947693
RAMACL	chr6	0.3593636261898104
OR11A1	chr6	0.33792351760575984
IRAK1BP1	chr6	0.30360422103592144
APOBEC2	chr6	0.37554569043208447
SUPT3H	chr6	0.7719710175232367
TMEM244	chr6	0.31868797799925463
TJAP1	chr6	0.7154428107644107
PXT1	chr6	0.6672417696668043
PTCRA	chr6	0.36130737455971024
GJA10	chr6	0.3047494228137105
SLC25A27	chr6	0.7346663350387679
LY6G5B	chr6	0.3767063871788245
MUC22	chr6	0.297196096646172
H2AC12	chr6	0.5797083753679724
SERPINB1	chr6	0.5972204232984788
PRPF4B	chr6	0.44812477350236535
CFAP206	chr6	0.6431341895018329
RPF2	chr6	0.6303799948958629
CDC40	chr6	0.6490543090520385
RSPH9	chr6	0.6492965677698704
SHPRH	chr6	0.6441686051677793
HTR1B	chr6	0.3726001775156388
ILRUN	chr6	0.7477049483146404
TOMM6	chr6	0.6056686109635748
HLA-B	chr6	0.5447953086623516
FABP7	chr6	0.5170992421843764
VTA1	chr6	0.6870381832122694
PRSS16	chr6	0.6425363682044103
TREML2	chr6	0.29653921137738654
ADTRP	chr6	0.3350287047987098
MICB	chr6	0.42748074424241783
WASF1	chr6	0.6670094981161659
TMEM151B	chr6	0.509726136476743
BLOC1S5-TXNDC5	chr6	0.6834236333348384
HLA-DMA	chr6	0.42376212404390784
GPR31	chr6	0.29292928068256313
TSPYL4	chr6	0.6385234017135214
TCF21	chr6	0.4959786012690448
H2AC13	chr6	0.5012149941949884
IER3	chr6	0.42086654166246207
THBS2	chr6	0.4574790542482674
H2AC11	chr6	0.6364232677292874
SOBP	chr6	0.5622578217955064
CLPS	chr6	0.37415311602952706
PEX6	chr6	0.6758245631536471
NFKBIL1	chr6	0.6176584387829112
GMDS	chr6	0.3085722550374056
SFTA2	chr6	0.30024025194537535
CYP39A1	chr6	0.5863973796910404
OGFRL1	chr6	0.33857341515901523
CARMIL1	chr6	0.7119875242002199
BICRAL	chr6	0.6842305820454304
AIF1	chr6	0.3174651251985974
COL11A2	chr6	0.5067221215530626
SLC44A4	chr6	0.6405063493769925
F13A1	chr6	0.30786303412063515
POLH	chr6	0.7748043506560303
ZKSCAN4	chr6	0.5596567827323345
MFSD4B	chr6	0.7511207233671077
PPIL6	chr6	0.7043232111675828
MOXD1	chr6	0.3027208788284973
OR2W1	chr6	0.2882097163652913
PHACTR2	chr6	0.6592810117424188
TFAP2B	chr6	0.3438002894442808
TNXB	chr6	0.3966751643239536
CFB	chr6	0.2858664543297078
HLA-F	chr6	0.4311217742463783
PKHD1	chr6	0.3299925483128991
RIOK1	chr6	0.37520264946579873
ELOVL5	chr6	0.41999354976006104
TUBB2B	chr6	0.5233240502549674
BLOC1S5	chr6	0.7100825929992796
TFAP2D	chr6	0.31360813369903295
TSTD3	chr6	0.34341189543238404
HACE1	chr6	0.3454900384567135
BVES	chr6	0.6018686782379132
MAS1L	chr6	0.29972002390936847
NRSN1	chr6	0.5992663368382115
VARS2	chr6	0.3737611830419968
TRERF1	chr6	0.6590538964176496
NUP153	chr6	0.7583940381179505
CNPY3	chr6	0.8803998134426555
DPPA5	chr6	0.34764533211419524
VNN2	chr6	0.31273318208592116
PFDN6	chr6	0.4105533534207928
SYTL3	chr6	0.32520295786906184
MYMX	chr6	0.5948431940677192
SLC22A3	chr6	0.5856442095048799
MPIG6B	chr6	0.3661200307772207
UBE3D	chr6	0.7130103956834418
H3C8	chr6	0.4154430710488163
CRISP1	chr6	0.31333875935703676
RPS18	chr6	0.38978027732748477
STK19	chr6	0.520635004527081
DDX39B	chr6	0.5927718434896507
PREP	chr6	0.7045959013679441
HLA-DRA	chr6	0.38107530103440224
SERAC1	chr6	0.7652798552608722
WDR27	chr6	0.6152312500147555
H1-2	chr6	0.4917401106982332
IFNGR1	chr6	0.7806313288793056
HMGA1	chr6	0.7238822341144117
REV3L	chr6	0.30487186574626335
ZKSCAN8P1	chr6	0.5008328576995723
OR2A4	chr6	0.28810908690716464
CENPW	chr6	0.6865616549557318
VNN1	chr6	0.324509455699084
VWA7	chr6	0.460027163646921
COX7A2	chr6	0.6056941018097823
ABCF1	chr6	0.4445213138484803
OARD1	chr6	0.6790560276917926
GPRC6A	chr6	0.3242234961252429
DAAM2	chr6	0.27770911354742595
PLN	chr6	0.318600959665155
PRRC2A	chr6	0.6927716820612232
UFL1	chr6	0.6995486105549155
SYCP2L	chr6	0.3082374958117256
HS3ST5	chr6	0.3509907215861438
COL9A1	chr6	0.34192390397125766
RREB1	chr6	0.5320456702270187
RPL10A	chr6	0.7434868111298674
TMEM242	chr6	0.5786982798435965
MAD1L1	chr7	0.37929264901094406
CYP51A1	chr7	0.7345440375241716
NUP42	chr7	0.3525240943105555
ZNF680	chr7	0.31941771769659394
RNF216	chr7	0.3494178289303841
MET	chr7	0.29857505949055174
TRA2A	chr7	0.7204160979294757
UNCX	chr7	0.3535888756550901
FOXP2	chr7	0.30331235592179845
PTTG1IP2	chr7	0.2985354753313335
CASP2	chr7	0.43591850944897315
SRRM3	chr7	0.4952682439027357
CHRM2	chr7	0.37045568682898994
BMT2	chr7	0.6576972102055965
STK31	chr7	0.3381367328493556
CAPZA2	chr7	0.6950000083975378
CLCN1	chr7	0.3164125870957302
ZNF786	chr7	0.7829617528831994
ZYX	chr7	0.7278142103415981
BCL7B	chr7	0.816404588174328
CBLL1	chr7	0.658786261892702
SRPK2	chr7	0.34621039597771236
TAX1BP1	chr7	0.3869444897669626
LSM5	chr7	0.40768380949502925
RABGEF1	chr7	0.772352956974339
HECW1	chr7	0.45835169979321233
STRIP2	chr7	0.7293776147043721
NPY	chr7	0.355701387257619
SCRN1	chr7	0.49612907730101147
VPS41	chr7	0.5876242626801077
CAV2	chr7	0.31685549042925654
FBXL18	chr7	0.7467742279513302
PPP1R3A	chr7	0.31811651566294835
SPDYE17	chr7	0.28465772910715464
PPP1R35	chr7	0.6950253571083358
SPDYE9	chr7	0.2872676385206477
DGKI	chr7	0.5763117656321892
GUSB	chr7	0.3722448272234396
JAZF1	chr7	0.3301293282138724
GSTK1	chr7	0.6076578714666525
SVOPL	chr7	0.44556655375374693
LMBR1	chr7	0.3351906051389993
EEPD1	chr7	0.3335614599134744
SPDYE18	chr7	0.2946300670183577
PLOD3	chr7	0.42381900752579327
IGF2BP3	chr7	0.4002893299498009
NPVF	chr7	0.3431941312710315
GIMAP7	chr7	0.33083151156718715
ADCK2	chr7	0.5787449192296117
SUGCT	chr7	0.32204437192105206
TTC26	chr7	0.5984558849904628
HOXA5	chr7	0.40300469079969137
CYP3A43	chr7	0.3256686511746352
RAPGEF5	chr7	0.48238659760649993
POLR2J3	chr7	0.39651688340237945
INMT	chr7	0.31671214645962226
CROT	chr7	0.7272458822335677
COX19	chr7	0.7132662824735659
YWHAG	chr7	0.7710825415023326
CDCA7L	chr7	0.6832398634089569
OR2F1	chr7	0.41478744135548445
OCM	chr7	0.3024477656172405
ZNF117	chr7	0.32593380195831817
AMZ1	chr7	0.5954640360556461
COA1	chr7	0.599335885147705
KCP	chr7	0.33578598353561545
LAMB1	chr7	0.6994473586619611
SRRT	chr7	0.4239648672353499
OR2A5	chr7	0.3095215039313217
NIPSNAP2	chr7	0.5764672258295038
ZNF138	chr7	0.7078342818574624
INTS1	chr7	0.3785568687731481
RUNDC3B	chr7	0.5752961432574303
CYP2W1	chr7	0.2996000360018638
SEPTIN14	chr7	0.31250921906873186
RADIL	chr7	0.5918158062346415
RSBN1L	chr7	0.7633552089179962
EGFR	chr7	0.5950811815627198
FAM131B	chr7	0.747988740798259
SBDS	chr7	0.4969297053031698
LMOD2	chr7	0.3271197939868996
AUTS2	chr7	0.3982690117555399
SSBP1	chr7	0.5216598728217827
CHPF2	chr7	0.7057859789586158
DUS4L	chr7	0.4373537299731402
TMEM213	chr7	0.533308564415974
CPA1	chr7	0.32924879139525165
OR2A7	chr7	0.29048016316673914
OR2A1	chr7	0.2856984382051381
TMEM130	chr7	0.3270769138467845
UBE2H	chr7	0.6756471764044862
POLR2J	chr7	0.3412837878014472
VOPP1	chr7	0.38760020372652304
CLEC5A	chr7	0.2935080020317665
ARPC1A	chr7	0.8033088850209807
TEX47	chr7	0.37721897355882905
KPNA7	chr7	0.3054582205034636
TMEM196	chr7	0.3971472557388916
AGK	chr7	0.7586082909125567
SEMA3C	chr7	0.6492072352145408
CAMK2B	chr7	0.3836492711100662
ZNF853	chr7	0.62448243685115
AEBP1	chr7	0.3189287302505993
C7orf26	chr7	0.3981194276595348
RBAK	chr7	0.6552846541609519
RHBDD2	chr7	0.6540310757354006
RAMP3	chr7	0.5445157515052775
EVX1	chr7	0.3525428053534134
GNAT3	chr7	0.3159910699324321
DENND2A	chr7	0.30736640724364045
DDC	chr7	0.2982082556589577
PPP1R17	chr7	0.30495576582364325
SERPINE1	chr7	0.35405845362563737
HILPDA	chr7	0.8069691369353252
SSC4D	chr7	0.5318286520597073
ZFAND2A	chr7	0.5534057337005898
TAS2R16	chr7	0.2973947892268782
ANLN	chr7	0.39557030833630685
NYAP1	chr7	0.38516139770934116
PNPLA8	chr7	0.8316816412142398
LRRC61	chr7	0.5988304760948172
LAMTOR4	chr7	0.8105809902528447
ZDHHC4	chr7	0.6917282894415167
TWIST1	chr7	0.47392693444692463
SP8	chr7	0.5061935280407711
TMEM120A	chr7	0.42591760520748717
UFSP1	chr7	0.7915136166687736
SGCE	chr7	0.5103705946101318
ZNHIT1	chr7	0.6069061116916478
ASIC3	chr7	0.2862972704056428
PTN	chr7	0.4746995276675892
AGAP3	chr7	0.3736797571338074
CTAGE15	chr7	0.289850764704942
EPHA1	chr7	0.42140240377902094
VSTM2A	chr7	0.5304216499089772
DNAJC2	chr7	0.6399090255286659
COL1A2	chr7	0.391392690102785
HOXA11	chr7	0.3390592431590672
PON3	chr7	0.3569566151166221
AGR3	chr7	0.3028794516688745
DOCK4	chr7	0.33243933555990524
WDR86	chr7	0.5178431004901688
IL6	chr7	0.3923856356495092
ABCF2	chr7	0.7533472225358178
SP4	chr7	0.6998155124276708
ZNF789	chr7	0.7728977165676169
FOXK1	chr7	0.3330941653187052
SOSTDC1	chr7	0.3158228852610467
PTPRN2	chr7	0.6352214282783941
EPDR1	chr7	0.32671575074174475
NFE2L3	chr7	0.3605114621823188
TSGA13	chr7	0.3171482678829526
DPY19L1	chr7	0.3061309411417154
MTERF1	chr7	0.6592461002106943
NXPH1	chr7	0.31878789141284547
MRPS33	chr7	0.6891248492322196
SPDYE2B	chr7	0.28664038538513265
DBF4	chr7	0.43808698169136956
MBLAC1	chr7	0.4010995334894579
STEAP1	chr7	0.5090206114755127
SEPTIN7	chr7	0.7355213011393913
ZNF394	chr7	0.7284547634077585
POLR2J2	chr7	0.28540274563966295
ATP6V0A4	chr7	0.30592786628198365
KRBA1	chr7	0.30546510550825456
CDK6	chr7	0.5890768701576757
GIMAP1-GIMAP5	chr7	0.2890194502501404
TPST1	chr7	0.6949318105406249
POT1	chr7	0.6212336923585084
EIF4H	chr7	0.796744269265673
NUB1	chr7	0.37001330961838425
AZGP1	chr7	0.2987899826081136
RNF133	chr7	0.3175304692342332
PLEKHA8	chr7	0.7651184335422865
CDK13	chr7	0.748572795232681
CPED1	chr7	0.44589000892946445
GPNMB	chr7	0.3392432966401451
ACHE	chr7	0.4422978858599055
ACTL6B	chr7	0.4670959094990811
KDM7A	chr7	0.3484528331495637
DBNL	chr7	0.7455559233122668
MACC1	chr7	0.5300772937325477
POP7	chr7	0.7010705679428157
GPR146	chr7	0.32461527842350135
GRM3	chr7	0.5834939299488333
ZNF277	chr7	0.6343610537174674
ELMO1	chr7	0.4087786186782649
ZNF425	chr7	0.349325395874943
GIGYF1	chr7	0.5483818235690879
GPR37	chr7	0.45029682452886083
CDK5	chr7	0.36725465239106125
BHLHA15	chr7	0.5369545140155281
ABCB1	chr7	0.31623480768942486
WNT16	chr7	0.322456487424072
NDUFA4	chr7	0.7162652074821889
CYCS	chr7	0.7874274367689986
ZKSCAN1	chr7	0.7256484882017133
ZP3	chr7	0.30887678291194304
ARHGEF35	chr7	0.30409149986984
SRI	chr7	0.36787066275492
SUN3	chr7	0.32099088393441266
CREB3L2	chr7	0.6895613460121425
WDR91	chr7	0.7216100748831893
TSC22D4	chr7	0.4952872451272943
ETV1	chr7	0.4364147307222924
NCF1	chr7	0.2859715080193122
BAZ1B	chr7	0.7877800566348079
TMEM60	chr7	0.7688751089576014
TSPAN13	chr7	0.3327863204388465
LAT2	chr7	0.3024853335493157
GPER1	chr7	0.5942280553687214
OR2A14	chr7	0.3091493722661607
CAV1	chr7	0.6152587409885474
NDUFA5	chr7	0.6684065406318622
TMEM270	chr7	0.35797985647122166
FMC1	chr7	0.37431192105505895
CCDC126	chr7	0.6866878880160106
MTPN	chr7	0.6973637249344533
OR2A2	chr7	0.2693151278103835
CLDN15	chr7	0.37990670110049757
SNX8	chr7	0.4342108792700746
ZPBP	chr7	0.44650160908164105
NAMPT	chr7	0.8099804696158003
URGCP	chr7	0.7365637680957322
PRSS58	chr7	0.3111879892574967
CCL24	chr7	0.29789410948377465
TAF6	chr7	0.6813883330332166
RFC2	chr7	0.4090390159332843
RBM48	chr7	0.7103999423067916
CDK14	chr7	0.3945126882304832
OR9A4	chr7	0.30242789166709616
ERV3-1	chr7	0.5469884795463985
FKBP14	chr7	0.8084845783487602
ZNF398	chr7	0.8577774829835605
FZD1	chr7	0.5202711248943606
GNAI1	chr7	0.6660612214402235
OR6V1	chr7	0.32285685183371726
PRKAR2B	chr7	0.7181052723797624
DPP6	chr7	0.30689038033124394
RASA4	chr7	0.34915302169685075
SUN1	chr7	0.6403566273388425
SPDYE11	chr7	0.2872676385206477
ZAN	chr7	0.3119960967457849
SLC26A5	chr7	0.30850560066391386
OR9A2	chr7	0.31231609867924187
ARL4A	chr7	0.6001496447297063
CFTR	chr7	0.382505305879426
CPVL	chr7	0.42675318047094823
ST7	chr7	0.449940018602596
GTF2IRD1	chr7	0.7262640487635744
MIOS	chr7	0.5960572912872497
C7orf31	chr7	0.6592073667606234
COPS6	chr7	0.6998634457344484
DAGLB	chr7	0.7242414575315654
PRR15	chr7	0.4548897079973321
PMS2	chr7	0.701541332319638
AKR1B10	chr7	0.3039584903523961
OR2A12	chr7	0.31594884873342693
OSBPL3	chr7	0.28786056193219667
LRRC72	chr7	0.3184405072771905
MINDY4	chr7	0.32878677227478115
USP42	chr7	0.7676641067592175
IRF5	chr7	0.5873139961040093
SMO	chr7	0.7780063609545126
SPDYE2	chr7	0.2913656349549393
TAS2R41	chr7	0.29762909828269357
ZC3HAV1	chr7	0.39833120002940425
RINT1	chr7	0.3408543902014314
STYXL1	chr7	0.722445048835602
FAM3C	chr7	0.8097327643815365
GGCT	chr7	0.8033944382791095
UBE2D4	chr7	0.6315214764918347
TRIM74	chr7	0.2929452058694558
AKR1D1	chr7	0.3382779513779817
PRSS37	chr7	0.2920693311448097
AGFG2	chr7	0.33287567230364834
MLXIPL	chr7	0.6170454412532118
CARD11	chr7	0.3685932746596229
CACNA2D1	chr7	0.3446033453655907
TRPV5	chr7	0.3422685992533744
NOM1	chr7	0.45828968618039456
SPDYE6	chr7	0.28523083615624734
FAM133B	chr7	0.671233381918769
NPTX2	chr7	0.5407554407166261
CEP41	chr7	0.694572744970441
OR2A25	chr7	0.3024473747254216
PUS7	chr7	0.39393238095699123
AGR2	chr7	0.33500250723503167
TAS2R38	chr7	0.2980623574586626
MYL7	chr7	0.30538557735963817
ZNF713	chr7	0.35850507522828606
BAIAP2L1	chr7	0.40004013968774965
TRIM56	chr7	0.6475569499322027
ZNF212	chr7	0.7654595499040585
GSDME	chr7	0.3684844222284699
ELN	chr7	0.430802025320807
TFR2	chr7	0.4538488611891142
SLC13A4	chr7	0.4367213854896915
GNA12	chr7	0.354926078329213
LRRC17	chr7	0.37067070212532793
TBXAS1	chr7	0.5495007645016099
REPIN1	chr7	0.7904438699684501
CHCHD3	chr7	0.3932567402272405
CRCP	chr7	0.37518821042220396
VPS50	chr7	0.601094757922499
POLM	chr7	0.8332318855333171
VWC2	chr7	0.5814166965512416
SAMD9L	chr7	0.3405464275493524
METTL2B	chr7	0.5825664430984815
ADAM22	chr7	0.3288982431835329
TRAPPC14	chr7	0.4058639947650332
MRPS24	chr7	0.8298535940958196
CNTNAP2	chr7	0.5972131769617203
PPIA	chr7	0.8008378155248362
CRYGN	chr7	0.6088446114195638
ITPRID1	chr7	0.30566034269260045
MUC12	chr7	0.3367094903570643
CBX3	chr7	0.4386889999543505
SMIM30	chr7	0.506015488730845
ALKBH4	chr7	0.8094771316146083
